ID,tenure,predicted_survival_12m,predicted_churn_risk_12m,clv_36m,at_risk_12m,region,marital,ed,retire,gender,voice,internet,forward,custcat
422,4,0.47389132748467966,0.5261086725153203,403.29141046928646,1,Zone 1,Married,Some college,No,Female,Yes,Yes,No,Basic service
423,17,0.8842107281216575,0.11578927187834254,783.7877578717988,0,Zone 3,Unmarried,Some college,No,Female,No,No,Yes,Plus service
424,8,0.6953183520758031,0.30468164792419694,591.1724420973051,1,Zone 2,Married,College degree,No,Female,Yes,Yes,Yes,Total service
425,49,0.9664780043817115,0.0335219956182885,884.5835414315604,0,Zone 1,Married,High school degree,No,Female,No,No,No,E-service
426,56,0.9532324028207175,0.04676759717928247,867.9414454165671,0,Zone 1,Married,College degree,No,Male,No,Yes,No,E-service
427,62,0.9882045179510164,0.011795482048983619,913.3109827886091,0,Zone 1,Married,Did not complete high school,No,Male,No,No,Yes,Total service
428,42,0.968955761837976,0.03104423816202395,887.5551047364808,0,Zone 2,Married,Did not complete high school,No,Female,No,No,No,Basic service
429,13,0.8292967235409884,0.17070327645901162,723.4311753323186,1,Zone 1,Unmarried,College degree,No,Male,Yes,No,Yes,Plus service
430,69,0.976961834928002,0.023038165071997962,898.4960411112272,0,Zone 1,Married,High school degree,No,Male,No,No,No,E-service
431,45,0.9295332384590717,0.07046676154092835,838.5075517460454,0,Zone 2,Unmarried,Did not complete high school,No,Male,No,No,No,Basic service
432,66,0.9730896165077407,0.02691038349225927,893.4175595845912,0,Zone 2,Married,High school degree,No,Male,No,No,No,E-service
433,15,0.6961309369304811,0.3038690630695189,591.310710802421,1,Zone 2,Unmarried,High school degree,No,Male,No,Yes,No,Basic service
434,41,0.863076335841319,0.13692366415868096,761.0076776002372,0,Zone 1,Married,Some college,No,Female,Yes,Yes,No,E-service
435,11,0.608411866531122,0.391588133468878,512.6647125323545,1,Zone 2,Unmarried,High school degree,No,Female,Yes,Yes,Yes,Total service
436,45,0.8230425378615777,0.17695746213842234,716.6512524648651,1,Zone 3,Married,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service
437,52,0.954841623860328,0.045158376139671996,869.887451062051,0,Zone 1,Unmarried,College degree,No,Male,No,No,No,Basic service
438,42,0.9304862932424933,0.06951370675750668,839.5887280290804,0,Zone 1,Unmarried,College degree,No,Female,Yes,Yes,Yes,Total service
439,48,0.8898644955321383,0.11013550446786169,791.5288941646152,0,Zone 2,Unmarried,Did not complete high school,No,Male,Yes,No,No,Plus service
440,4,0.6744640845156,0.3255359154844,571.6173944096395,1,Zone 3,Unmarried,High school degree,No,Male,Yes,Yes,Yes,Total service
441,53,0.9399565261709039,0.06004347382909614,851.3892869515075,0,Zone 3,Married,High school degree,No,Female,Yes,Yes,Yes,Total service
442,1,0.9786690516445542,0.0213309483554458,889.4695538027457,0,Zone 3,Unmarried,Did not complete high school,Yes,Male,No,No,Yes,Plus service
443,19,0.8192755279996738,0.18072447200032615,713.4604013566136,1,Zone 3,Married,College degree,No,Male,Yes,Yes,Yes,Total service
444,33,0.8308888471262054,0.16911115287379463,725.6922392964536,1,Zone 2,Unmarried,Did not complete high school,No,Male,No,No,Yes,Basic service
445,42,0.9514131636940947,0.04858683630590532,865.3194872841165,0,Zone 3,Married,High school degree,No,Male,No,No,Yes,Plus service
446,60,0.9302485496907581,0.0697514503092419,839.571892326242,0,Zone 1,Unmarried,College degree,No,Female,No,No,No,E-service
447,57,0.9620368074875816,0.03796319251241842,879.0835448496688,0,Zone 2,Married,College degree,No,Female,No,No,Yes,Plus service
448,64,0.8721959592035894,0.1278040407964106,770.8923352357755,0,Zone 1,Unmarried,Did not complete high school,No,Male,No,No,No,Basic service
449,28,0.754981982910253,0.24501801708974702,646.8227973206259,1,Zone 2,Married,Some college,No,Male,Yes,Yes,No,Total service
450,29,0.9407070097207667,0.05929299027923329,851.399326834744,0,Zone 1,Married,High school degree,No,Male,No,No,Yes,Plus service
451,46,0.9381102100294499,0.06188978997055006,848.9841228029317,0,Zone 1,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
452,22,0.8915842555583204,0.10841574444167956,792.7922898927407,0,Zone 1,Married,Some college,No,Male,No,No,No,Basic service
453,10,0.9615084210333749,0.03849157896662514,873.7115271245636,0,Zone 2,Unmarried,High school degree,Yes,Male,No,No,No,Basic service
454,50,0.9527333703816249,0.04726662961837513,867.1977390291345,0,Zone 3,Unmarried,High school degree,No,Female,No,No,No,E-service
455,55,0.9877310998276835,0.012268900172316521,912.5810600968006,0,Zone 1,Unmarried,College degree,Yes,Female,Yes,No,Yes,Total service
456,15,0.8844950297705708,0.11550497022942918,783.7169701752399,0,Zone 2,Unmarried,Did not complete high school,No,Male,No,No,No,Basic service
457,31,0.8572111243775361,0.1427888756224639,754.5606016526699,0,Zone 1,Married,Some college,No,Female,Yes,Yes,Yes,Total service
458,5,0.9501076934559426,0.04989230654405741,855.7119002152552,0,Zone 3,Unmarried,Did not complete high school,No,Female,No,No,No,E-service
459,69,0.9857490974083709,0.014250902591629089,910.0949739812928,0,Zone 2,Unmarried,Did not complete high school,No,Female,No,No,Yes,Plus service
460,26,0.7916681925414455,0.2083318074585545,684.4697709290792,1,Zone 2,Married,College degree,No,Male,Yes,Yes,Yes,Total service
461,10,0.6740172915162328,0.3259827084837672,571.5116544287639,1,Zone 3,Married,Some college,No,Female,No,Yes,Yes,Basic service
462,26,0.8658205220200346,0.13417947797996543,764.0444023271751,0,Zone 1,Unmarried,College degree,No,Male,Yes,No,Yes,Total service
463,25,0.8538021019989336,0.14619789800106642,750.7330006432373,0,Zone 3,Unmarried,Did not complete high school,No,Female,No,No,No,Plus service
464,30,0.8333126610751462,0.16668733892485377,728.4021188298234,1,Zone 3,Married,Some college,No,Male,No,Yes,No,E-service
465,21,0.9434068113115057,0.05659318868849428,853.8429557640935,0,Zone 1,Married,High school degree,No,Male,No,No,Yes,Plus service
466,71,0.9255902585577186,0.07440974144228141,833.9305340903605,0,Zone 1,Unmarried,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service
467,11,0.8988031515078534,0.10119684849214661,798.6502895319809,0,Zone 3,Married,College degree,No,Male,No,Yes,Yes,Plus service
468,24,0.8448986796184795,0.15510132038152047,740.9858619273496,1,Zone 1,Married,Did not complete high school,No,Female,No,No,Yes,Basic service
469,65,0.992694954913217,0.00730504508678298,919.4354377638724,0,Zone 1,Married,College degree,No,Male,No,No,No,E-service
470,16,0.8812094257453563,0.11879057425464368,780.2427294274748,0,Zone 1,Married,Some college,No,Female,No,No,No,Basic service
471,37,0.9907103765725223,0.009289623427477744,916.2733813922665,0,Zone 3,Married,College degree,No,Male,No,No,No,E-service
472,5,0.8686754186799305,0.13132458132006952,761.3206438668963,0,Zone 1,Unmarried,Some college,No,Male,No,No,Yes,Plus service
473,3,0.9334314455256217,0.06656855447437826,832.3271323108168,0,Zone 1,Married,Post-undergraduate degree,No,Female,Yes,Yes,No,E-service
474,5,0.5752208233392421,0.42477917666075793,485.7181411442001,1,Zone 1,Unmarried,College degree,No,Male,No,Yes,No,Basic service
475,60,0.9337582034572803,0.06624179654271967,843.8602109284238,0,Zone 1,Married,High school degree,No,Male,Yes,No,Yes,Total service
476,19,0.8729974912303248,0.12700250876967523,771.5384825145997,0,Zone 2,Married,High school degree,No,Female,No,Yes,No,E-service
477,54,0.8859476924573354,0.1140523075426646,786.9352618120267,0,Zone 3,Unmarried,College degree,No,Female,Yes,Yes,Yes,Total service
478,25,0.9028869695250066,0.09711303047499342,806.057519321175,0,Zone 2,Unmarried,Some college,No,Female,No,No,Yes,Plus service
479,1,0.9460294678985536,0.05397053210144642,843.8499880758923,0,Zone 2,Unmarried,Did not complete high school,No,Male,No,No,No,E-service
480,54,0.8838474769650695,0.11615252303493051,784.5031655408494,0,Zone 3,Unmarried,Some college,No,Female,No,Yes,No,Basic service
481,14,0.8478922630809282,0.15210773691907176,743.3659214098251,1,Zone 1,Married,Some college,No,Female,No,No,No,Basic service
482,14,0.8226283716465276,0.17737162835347242,716.597788487201,1,Zone 3,Married,High school degree,No,Male,No,No,No,Basic service
483,10,0.9217429859466113,0.0782570140533887,824.7573069079931,0,Zone 2,Married,Some college,No,Female,No,Yes,No,E-service
484,7,0.6694732599851796,0.3305267400148204,567.5808516589325,1,Zone 1,Unmarried,High school degree,No,Female,No,No,Yes,Basic service
485,33,0.966077932265923,0.03392206773407702,883.4387796934351,0,Zone 2,Unmarried,Did not complete high school,No,Male,No,No,Yes,Plus service
486,3,0.33485999520987614,0.6651400047901239,296.7053792826766,1,Zone 1,Unmarried,High school degree,No,Male,Yes,Yes,No,Basic service
487,56,0.928880503378762,0.07111949662123795,837.8754560770088,0,Zone 2,Married,Did not complete high school,No,Male,No,No,No,Basic service
488,54,0.9531884675541674,0.04681153244583258,867.8508555450089,0,Zone 2,Unmarried,High school degree,No,Female,No,No,Yes,Plus service
489,72,0.9910753259142643,0.008924674085735718,917.2830212296324,0,Zone 1,Married,Did not complete high school,No,Male,No,No,No,E-service
490,18,0.7571434172105772,0.2428565827894228,649.9587147536871,1,Zone 1,Unmarried,High school degree,No,Male,No,Yes,Yes,Plus service
491,25,0.8038212711083127,0.1961787288916873,697.1801219199608,1,Zone 3,Unmarried,College degree,No,Male,No,No,No,Basic service
492,42,0.9604136935944995,0.03958630640550054,876.6405359124611,0,Zone 1,Unmarried,Did not complete high school,Yes,Female,No,No,No,Basic service
493,4,0.5689263892537033,0.4310736107462967,480.6124271728143,1,Zone 3,Unmarried,High school degree,No,Male,No,Yes,No,Basic service
494,12,0.9467777280306993,0.05322227196930074,855.8732223838318,0,Zone 2,Married,College degree,No,Male,No,No,No,Basic service
495,53,0.9871147692953702,0.012885230704629769,911.719146628736,0,Zone 2,Married,High school degree,No,Female,No,No,Yes,Plus service
496,13,0.8374180630588856,0.16258193694111445,732.0009295855534,1,Zone 2,Married,College degree,No,Male,Yes,Yes,Yes,Total service
497,18,0.9522205148718168,0.0477794851281832,864.2547734136075,0,Zone 3,Married,Some college,No,Male,No,No,No,E-service
498,67,0.9605285415093459,0.03947145849065414,877.3068654402261,0,Zone 3,Married,Some college,No,Female,Yes,No,Yes,Total service
499,6,0.8193677409566652,0.1806322590433348,710.5256237061627,1,Zone 2,Unmarried,Did not complete high school,No,Male,No,No,No,Plus service
500,25,0.914835719971052,0.08516428002894805,820.0137243089052,0,Zone 1,Unmarried,Did not complete high school,No,Female,Yes,No,Yes,Plus service
501,15,0.9325802016058509,0.06741979839414913,839.4819771297663,0,Zone 2,Unmarried,High school degree,No,Male,Yes,No,No,E-service
502,32,0.9308916482270962,0.06910835177290375,839.6697050036013,0,Zone 3,Unmarried,College degree,No,Male,No,No,No,E-service
503,22,0.8166753223579755,0.18332467764202454,710.7568517418381,1,Zone 2,Unmarried,College degree,No,Male,No,Yes,No,E-service
504,8,0.7349125065523522,0.2650874934476478,628.2642887186684,1,Zone 2,Unmarried,College degree,No,Male,Yes,No,Yes,Plus service
505,3,0.637090446965957,0.36290955303404304,538.4553045278197,1,Zone 1,Married,Did not complete high school,No,Male,No,Yes,No,Basic service
506,32,0.8884924420276077,0.11150755797239231,789.8290778539249,0,Zone 2,Unmarried,High school degree,No,Male,No,No,No,Basic service
507,49,0.9808924291782984,0.01910757082170156,903.337710622593,0,Zone 1,Unmarried,High school degree,No,Male,No,No,Yes,E-service
508,2,0.9138295693708115,0.0861704306291885,807.0269021854546,0,Zone 2,Unmarried,Some college,No,Female,No,No,No,Total service
509,39,0.8710653308607068,0.1289346691392932,770.042482515489,0,Zone 1,Unmarried,College degree,No,Female,No,Yes,No,E-service
510,42,0.9003873443150612,0.09961265568493882,803.7728487292032,0,Zone 1,Unmarried,High school degree,No,Male,No,No,No,E-service
511,28,0.8643437092157408,0.13565629078425923,762.4547873696766,0,Zone 1,Unmarried,Some college,No,Male,Yes,No,Yes,Total service
512,41,0.9558601129988454,0.044139887001154565,870.854808681719,0,Zone 2,Married,High school degree,No,Male,Yes,No,Yes,Total service
513,67,0.9906115387747089,0.009388461225291134,916.6140099722826,0,Zone 3,Married,High school degree,No,Male,No,No,No,E-service
514,38,0.8963367153152134,0.10366328468478658,799.0030105156545,0,Zone 1,Unmarried,High school degree,No,Female,No,Yes,No,E-service
515,18,0.7874048516202272,0.21259514837977278,680.4304764228652,1,Zone 2,Unmarried,High school degree,No,Female,Yes,Yes,Yes,Total service
516,6,0.972074730582083,0.027925269417916954,885.5488354546814,0,Zone 2,Married,High school degree,No,Female,Yes,No,Yes,Total service
517,4,0.7317160304270688,0.2682839695729312,623.802730277487,1,Zone 2,Unmarried,High school degree,No,Female,No,No,No,Basic service
518,13,0.7259088929238913,0.27409110707610873,619.8086784365422,1,Zone 1,Married,Some college,No,Female,Yes,Yes,Yes,Total service
519,20,0.7348895920773217,0.26511040792267826,627.8142135471155,1,Zone 1,Unmarried,College degree,No,Male,Yes,Yes,Yes,Total service
520,34,0.987139694799021,0.012860305200979028,911.2651759290952,0,Zone 1,Married,Some college,No,Female,No,No,Yes,Plus service
521,46,0.8351060497651605,0.16489395023483955,729.7776240701256,1,Zone 1,Married,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service
522,48,0.96167769679277,0.03832230320722996,878.4314846918111,0,Zone 1,Unmarried,High school degree,No,Male,No,No,No,E-service
523,69,0.9662430690648703,0.03375693093512966,884.6234288941861,0,Zone 3,Married,High school degree,No,Male,Yes,No,Yes,Plus service
524,32,0.8677866094931987,0.13221339050680125,766.3549870557339,0,Zone 1,Married,High school degree,No,Male,No,No,No,Basic service
525,29,0.9056238019838372,0.09437619801616282,809.5126447122296,0,Zone 1,Unmarried,High school degree,No,Male,No,No,Yes,E-service
526,55,0.9609672604735441,0.03903273952645592,877.6874341584569,0,Zone 3,Unmarried,Did not complete high school,No,Female,Yes,No,No,E-service
527,72,0.9945265918794876,0.005473408120512446,921.9980561153022,0,Zone 3,Married,Did not complete high school,No,Female,No,No,Yes,Plus service
528,29,0.7154215961294257,0.2845784038705743,607.5071271568404,1,Zone 3,Unmarried,Some college,No,Female,Yes,No,No,Basic service
529,50,0.8805990540830694,0.11940094591693062,780.8063410941418,0,Zone 2,Married,College degree,No,Female,Yes,No,Yes,Total service
530,35,0.9268518889795393,0.0731481110204607,834.9545060818948,0,Zone 3,Married,Some college,No,Male,No,No,No,Basic service
531,11,0.8312735376677993,0.16872646233220068,725.0569531988034,1,Zone 3,Unmarried,Some college,No,Male,No,Yes,No,Basic service
532,9,0.7648689831208971,0.23513101687910287,657.354320053954,1,Zone 1,Unmarried,Some college,No,Female,No,No,No,Basic service
533,51,0.972479232452305,0.027520767547694946,892.3684320452471,0,Zone 2,Unmarried,Did not complete high school,No,Male,No,No,Yes,Plus service
534,33,0.8662647003496343,0.13373529965036568,764.6536150977018,0,Zone 1,Married,Did not complete high school,No,Female,No,Yes,No,E-service
535,25,0.8153597918891765,0.1846402081108235,709.3202298870829,1,Zone 1,Unmarried,High school degree,No,Male,No,No,Yes,Plus service
536,31,0.9048724097668318,0.09512759023316819,808.7373464664197,0,Zone 3,Unmarried,College degree,No,Female,No,No,No,Plus service
537,67,0.8979371560488462,0.10206284395115384,800.8167127259954,0,Zone 2,Married,College degree,No,Female,Yes,Yes,Yes,Total service
538,55,0.908899368140792,0.09110063185920803,813.861299614859,0,Zone 3,Unmarried,High school degree,No,Male,Yes,No,Yes,Plus service
539,19,0.9214135270046035,0.07858647299539645,827.0149568749205,0,Zone 3,Unmarried,College degree,No,Female,Yes,No,No,Total service
540,39,0.864774936883197,0.13522506311680305,762.9467734233522,0,Zone 1,Married,College degree,No,Female,Yes,Yes,Yes,Total service
541,52,0.9122450982048304,0.08775490179516965,817.8336933233431,0,Zone 2,Married,College degree,No,Male,Yes,No,Yes,Plus service
542,55,0.9552232651430717,0.044776734856928346,870.4260979254152,0,Zone 3,Married,High school degree,No,Female,No,No,Yes,Plus service
543,25,0.9838062451685017,0.01619375483149832,906.2233768457613,0,Zone 2,Unmarried,College degree,Yes,Female,Yes,No,Yes,Total service
544,33,0.9192026305399517,0.08079736946004834,825.7142934403203,0,Zone 3,Unmarried,High school degree,Yes,Female,No,No,No,Basic service
545,48,0.9034544597410916,0.09654554025890838,807.4100536219277,0,Zone 2,Unmarried,College degree,No,Male,No,No,Yes,Plus service
546,48,0.8685119288939613,0.13148807110603866,767.0221579171501,0,Zone 2,Married,College degree,No,Male,Yes,Yes,Yes,Total service
547,49,0.8976757862951903,0.10232421370480971,800.6285595641857,0,Zone 2,Unmarried,Did not complete high school,No,Female,No,No,No,Basic service
548,54,0.913687228557387,0.08631277144261296,819.5610392646178,0,Zone 3,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
549,45,0.8801546941620216,0.11984530583797837,780.3489944792773,0,Zone 1,Married,Did not complete high school,No,Male,No,No,No,Basic service
550,4,0.6625037674960117,0.3374962325039883,560.9880297291345,1,Zone 3,Married,High school degree,No,Female,No,Yes,No,Basic service
551,49,0.831442219498286,0.168557780501714,725.6250143021362,1,Zone 3,Married,Some college,No,Female,Yes,Yes,No,E-service
552,23,0.7560271916118172,0.2439728083881828,648.407621897883,1,Zone 2,Unmarried,Some college,No,Male,Yes,Yes,Yes,Total service
553,31,0.9283525364099641,0.07164746359003593,836.5494579472822,0,Zone 2,Unmarried,Post-undergraduate degree,No,Male,No,Yes,No,E-service
554,55,0.9419071651336612,0.05809283486633876,853.8255660229341,0,Zone 2,Married,High school degree,No,Male,No,No,Yes,Plus service
555,9,0.7438965111242374,0.2561034888757626,637.003930206254,1,Zone 1,Unmarried,Did not complete high school,No,Female,No,No,No,Basic service
556,55,0.9680566903129282,0.03194330968707182,886.7443001113286,0,Zone 2,Married,High school degree,No,Male,No,No,No,Basic service
557,34,0.8339513079652232,0.1660486920347768,728.9813927548443,1,Zone 1,Unmarried,High school degree,No,Female,Yes,No,Yes,Plus service
558,10,0.8271842307592174,0.17281576924078257,720.4899954198983,1,Zone 1,Unmarried,High school degree,No,Male,No,No,Yes,Plus service
559,62,0.9914233554740461,0.008576644525953858,917.6714214823636,0,Zone 2,Unmarried,Some college,Yes,Female,No,No,No,E-service
560,51,0.8558709154323245,0.14412908456767548,752.6707208539942,0,Zone 2,Unmarried,Some college,No,Male,Yes,Yes,Yes,Total service
561,65,0.9784976908811389,0.021502309118861085,900.4590975657735,0,Zone 1,Unmarried,Did not complete high school,No,Male,No,No,No,E-service
562,53,0.8727767019611187,0.12722329803888133,771.7862743281453,0,Zone 3,Unmarried,Did not complete high school,No,Male,Yes,No,Yes,Total service
563,23,0.6439267548429893,0.35607324515701066,541.2083803781275,1,Zone 1,Unmarried,High school degree,No,Male,Yes,Yes,No,Basic service
564,1,0.4896578417216365,0.5103421582783635,417.10196992071315,1,Zone 3,Unmarried,College degree,No,Male,No,Yes,No,Basic service
565,66,0.9705608348715142,0.029439165128485767,890.1441440459882,0,Zone 3,Unmarried,High school degree,No,Female,No,No,Yes,Plus service
566,8,0.79228279826934,0.20771720173066,684.2019232715561,1,Zone 3,Married,Some college,No,Female,No,Yes,No,E-service
567,18,0.8072602219874575,0.1927397780125425,700.8709906740303,1,Zone 3,Married,Did not complete high school,No,Female,No,No,No,Basic service
568,36,0.8666275199587569,0.13337248004124314,765.0562510649671,0,Zone 3,Married,College degree,No,Male,No,Yes,No,E-service
569,13,0.8697620215589964,0.1302379784410036,766.8811080487906,0,Zone 1,Unmarried,High school degree,No,Female,No,No,No,Basic service
570,4,0.8207943202005483,0.17920567979945168,710.1985090294988,1,Zone 3,Unmarried,Some college,No,Female,Yes,Yes,Yes,Plus service
571,20,0.8328941244454072,0.16710587555459278,727.9334566443204,1,Zone 3,Unmarried,Some college,No,Male,No,Yes,No,E-service
572,66,0.9000847317453712,0.09991526825462882,803.3628849999703,0,Zone 1,Married,College degree,No,Male,Yes,Yes,Yes,Total service
573,67,0.9568636183067967,0.04313638169320333,872.6622725341998,0,Zone 3,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
574,11,0.7021469945083122,0.2978530054916878,597.4346084107984,1,Zone 1,Married,High school degree,No,Female,Yes,Yes,Yes,Total service
575,6,0.5474129692966805,0.4525870307033195,462.21340309194875,1,Zone 1,Unmarried,Some college,No,Female,No,Yes,No,Basic service
576,13,0.5726850707984602,0.4273149292015398,481.11706226196384,1,Zone 2,Married,Did not complete high school,No,Female,Yes,Yes,No,Basic service
577,2,0.7412988926520235,0.25870110734797647,630.7421881077478,1,Zone 2,Married,High school degree,No,Female,Yes,Yes,Yes,Total service
578,4,0.8549987258420763,0.14500127415792374,745.5657087972003,0,Zone 1,Unmarried,High school degree,No,Male,No,No,No,Basic service
579,34,0.9357253333999287,0.0642746666000713,845.6400190748589,0,Zone 1,Married,High school degree,No,Female,Yes,Yes,Yes,Total service
580,13,0.9313787128328688,0.06862128716713123,837.4415075304066,0,Zone 1,Married,Some college,No,Male,No,No,No,Plus service
581,37,0.9669359966769855,0.03306400332301451,884.7519120943257,0,Zone 2,Married,High school degree,No,Male,No,No,No,E-service
582,45,0.9263636695475541,0.07363633045244589,834.6741189608188,0,Zone 1,Married,High school degree,No,Male,No,No,Yes,Plus service
583,71,0.9909646041998738,0.009035395800126245,917.1254052177786,0,Zone 2,Unmarried,Some college,Yes,Female,No,No,Yes,Plus service
584,35,0.8438844454698918,0.15611555453010817,739.8051741423486,1,Zone 1,Unmarried,Did not complete high school,No,Female,No,No,No,Basic service
585,44,0.8458819202443221,0.15411807975567793,741.7415440728462,1,Zone 3,Unmarried,Some college,No,Male,No,Yes,No,Basic service
586,44,0.9729287238629534,0.02707127613704663,892.7628072112255,0,Zone 3,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
587,26,0.9297540963257662,0.07024590367423378,837.8541460084332,0,Zone 1,Married,Did not complete high school,No,Female,No,No,No,Basic service
588,42,0.9137479678994828,0.08625203210051724,819.5140441633196,0,Zone 2,Married,Did not complete high school,No,Female,No,No,No,Basic service
589,41,0.8440604360391505,0.15593956396084951,739.8254158154415,1,Zone 2,Married,High school degree,No,Male,No,Yes,No,Basic service
590,31,0.8163959699305072,0.18360403006949277,710.1995772147093,1,Zone 1,Married,Did not complete high school,No,Male,No,No,No,Basic service
591,62,0.969889754733347,0.030110245266652957,889.2234943562653,0,Zone 3,Unmarried,High school degree,No,Male,Yes,Yes,No,Plus service
592,12,0.7148312131574442,0.28516878684255575,609.3133403421837,1,Zone 1,Married,College degree,No,Female,Yes,Yes,Yes,Total service
593,45,0.9855581134646446,0.014441886535355386,909.4640005774171,0,Zone 2,Married,High school degree,No,Female,No,No,Yes,Plus service
594,47,0.8717852192995723,0.1282147807004277,770.7615535800546,0,Zone 1,Married,High school degree,No,Female,No,No,No,Basic service
595,23,0.871289761754703,0.12871023824529704,769.9915317099224,0,Zone 2,Married,Did not complete high school,No,Male,No,No,Yes,Plus service
596,39,0.8015632954930748,0.1984367045069252,693.9670286912275,1,Zone 3,Unmarried,Post-undergraduate degree,No,Female,Yes,Yes,Yes,Total service
597,19,0.7836502457103491,0.21634975428965086,676.5796717087359,1,Zone 2,Unmarried,Some college,No,Male,Yes,No,Yes,Plus service
598,13,0.966240700465839,0.033759299534161014,880.9419147291869,0,Zone 1,Unmarried,College degree,No,Male,No,No,Yes,Plus service
599,5,0.9167710625402264,0.08322893745977356,815.2085677416125,0,Zone 2,Unmarried,Some college,No,Male,No,No,Yes,Total service
600,11,0.6443262553366383,0.35567374466336166,544.4664467716073,1,Zone 2,Unmarried,High school degree,No,Male,No,No,No,Basic service
601,4,0.7185009307972913,0.28149906920270873,611.5538890461148,1,Zone 3,Unmarried,College degree,No,Male,No,No,No,Basic service
602,17,0.8058069915718856,0.19419300842811438,699.3350854631491,1,Zone 3,Unmarried,Did not complete high school,No,Male,Yes,Yes,No,E-service
603,7,0.6983730117240784,0.3016269882759216,593.9232738898932,1,Zone 2,Unmarried,Some college,No,Male,No,No,Yes,Basic service
604,19,0.9632344832314503,0.036765516768549666,878.3821777121613,0,Zone 1,Unmarried,Did not complete high school,No,Male,No,No,Yes,Plus service
605,32,0.9241331082814513,0.07586689171854866,831.5454541050125,0,Zone 2,Married,Did not complete high school,No,Male,No,No,No,E-service
606,53,0.9847486779997362,0.0152513220002638,908.545829540565,0,Zone 2,Unmarried,College degree,No,Male,No,No,No,E-service
607,51,0.9197195899383958,0.08028041006160425,826.763304862787,0,Zone 1,Unmarried,Did not complete high school,No,Female,Yes,No,Yes,Plus service
608,35,0.8318239139710063,0.1681760860289937,726.6359503930903,1,Zone 1,Unmarried,College degree,No,Female,No,No,No,Basic service
609,3,0.9043425256644749,0.09565747433552507,798.071407559293,0,Zone 1,Married,College degree,No,Male,Yes,No,Yes,Total service
610,22,0.770178703227106,0.22982129677289398,662.7373283125925,1,Zone 1,Unmarried,College degree,No,Male,No,Yes,No,Basic service
611,17,0.858304961095378,0.14169503890462198,755.1068716438307,0,Zone 3,Married,High school degree,No,Female,No,No,Yes,Plus service
612,68,0.9575989991222953,0.04240100087770471,873.6026887995176,0,Zone 2,Unmarried,High school degree,No,Female,No,No,No,E-service
613,27,0.9463938043858409,0.053606195614159136,858.223571065024,0,Zone 2,Married,College degree,No,Female,No,No,No,Plus service
614,68,0.9649437148486631,0.03505628515133685,882.9479063770539,0,Zone 3,Married,Some college,No,Female,No,No,Yes,Plus service
615,56,0.9540237042520249,0.04597629574797513,868.935168727812,0,Zone 3,Married,High school degree,No,Male,No,No,Yes,Plus service
616,11,0.6410529028548196,0.35894709714518036,541.5343263509604,1,Zone 3,Unmarried,High school degree,No,Female,No,Yes,No,Basic service
617,5,0.8587366285198439,0.1412633714801561,750.6684898551235,0,Zone 3,Unmarried,Did not complete high school,No,Female,No,No,Yes,Basic service
618,16,0.9369060844802224,0.06309391551977761,844.9626781893966,0,Zone 3,Unmarried,High school degree,No,Female,No,No,Yes,Plus service
619,59,0.8743307780790646,0.12566922192093544,773.4498369193642,0,Zone 2,Unmarried,College degree,No,Female,Yes,No,No,E-service
620,60,0.9641483534266744,0.035851646573325624,881.824777445548,0,Zone 1,Unmarried,High school degree,Yes,Male,Yes,No,Yes,Total service
621,55,0.9441994105016936,0.05580058949830635,856.6615090606854,0,Zone 3,Unmarried,Did not complete high school,No,Male,No,No,No,Plus service
622,18,0.9445390180983072,0.055460981901692796,854.7241920326984,0,Zone 1,Unmarried,High school degree,No,Male,No,No,No,Basic service
623,16,0.8326759239537854,0.16732407604621458,727.4206603305198,1,Zone 2,Unmarried,Some college,No,Female,No,No,No,E-service
624,35,0.9842366228736318,0.015763377126368217,907.3685916586911,0,Zone 1,Married,College degree,No,Male,No,Yes,No,E-service
625,31,0.7751125107558313,0.22488748924416868,666.9933971676501,1,Zone 3,Married,Some college,No,Female,Yes,Yes,Yes,Total service
626,20,0.9022749677866538,0.09772503221334616,804.8143677146655,0,Zone 2,Married,High school degree,No,Female,No,No,No,Basic service
627,16,0.7070115463752378,0.2929884536247622,601.4497027090413,1,Zone 2,Unmarried,College degree,No,Female,Yes,Yes,Yes,Total service
628,69,0.9828651226830818,0.017134877316918207,906.2615772300749,0,Zone 2,Married,High school degree,No,Male,No,No,Yes,Plus service
629,69,0.9831051264897012,0.016894873510298836,906.5795168763391,0,Zone 3,Married,High school degree,No,Male,No,No,No,Basic service
630,27,0.8086528939426589,0.19134710605734107,702.1696163740019,1,Zone 2,Married,Did not complete high school,No,Female,No,No,No,Basic service
631,48,0.9478091065148007,0.05219089348519934,861.0052386770512,0,Zone 3,Unmarried,College degree,No,Male,No,No,Yes,Plus service
632,18,0.8938915066498606,0.10610849335013939,794.9066151319945,0,Zone 1,Married,Did not complete high school,No,Female,No,Yes,Yes,Basic service
633,24,0.9367211212645133,0.06327887873548665,846.0681429683822,0,Zone 2,Married,Some college,No,Female,No,No,Yes,Plus service
